graph_family,input_description,n,p_delete,p_positive,clique_sizes_label,num_cliques,largest_clique_size,clique_imbalance_ratio,ego_id,avg_edge_pivot_ratio,avg_edge_lp_ratio,avg_complete_bad_triangle_density,avg_edge_bad_triangle_density,median_runtime_seconds
clique,clique 5-5-3-2,15,0.25,,5-5-3-2,4.0,5.0,2.5,,2.025070851370851,0.9935373376623378,0.09824175824175825,0.04197802197802198,0.1102420091629028
clique,clique 5-5-3-2,15,0.4,,5-5-3-2,4.0,5.0,2.5,,2.15322417027417,0.9892845117845118,0.09824175824175825,0.022461538461538456,0.09259104728698725
clique,clique 5-5-5,15,0.05,,5-5-5,3.0,5.0,1.0,,1.9433836800454447,0.9965745692216281,0.11604395604395604,0.10101098901098902,0.14942646026611325
clique,clique 5-5-5,15,0.15,,5-5-5,3.0,5.0,1.0,,2.033555710955711,0.9993333333333334,0.11604395604395604,0.07178021978021978,0.1276297569274902
clique,clique 5-5-5,15,0.25,,5-5-5,3.0,5.0,1.0,,2.1000236263736265,0.9977380952380953,0.11604395604395604,0.05002197802197803,0.1116029024124145
clique,clique 5-5-5,15,0.4,,5-5-5,3.0,5.0,1.0,,2.3033063492063492,0.9992857142857143,0.11604395604395604,0.026945054945054944,0.0932610034942627
clique,clique 8-7,15,0.05,,8-7,2.0,8.0,1.1428571428571428,,2.147497707521237,1.0,0.17107692307692307,0.14707692307692308,0.14922392368316645
clique,clique 8-7,15,0.15,,8-7,2.0,8.0,1.1428571428571428,,2.3395293272087385,1.0,0.17107692307692307,0.10610989010989011,0.12901556491851807
clique,clique 8-7,15,0.25,,8-7,2.0,8.0,1.1428571428571428,,2.629135248085248,1.0,0.17107692307692307,0.0723956043956044,0.1149755716323852
clique,clique 8-7,15,0.4,,8-7,2.0,8.0,1.1428571428571428,,3.1772094239094235,1.0,0.17107692307692307,0.038065934065934066,0.09601008892059325
clique,clique 10-10,20,0.05,,10-10,2.0,10.0,1.0,,2.2823639269485243,1.0,0.16907017543859645,0.14564912280701753,0.4205955266952514
clique,clique 10-10,20,0.15,,10-10,2.0,10.0,1.0,,2.650690175698279,1.0,0.16907017543859645,0.10294736842105263,0.350122332572937
clique,clique 10-10,20,0.25,,10-10,2.0,10.0,1.0,,2.914967509571612,1.0,0.16907017543859645,0.07114035087719298,0.3072974681854248
clique,clique 10-10,20,0.4,,10-10,2.0,10.0,1.0,,3.1973934358125535,1.0,0.16907017543859645,0.036263157894736844,0.2575634717941284
clique,clique 5-5-5-5,20,0.05,,5-5-5-5,4.0,5.0,1.0,,1.8944904435489878,0.9995833333333333,0.09771929824561403,0.08433333333333332,0.407800555229187
clique,clique 5-5-5-5,20,0.15,,5-5-5-5,4.0,5.0,1.0,,1.946388116974185,0.9989473684210526,0.09771929824561403,0.059824561403508766,0.3467251062393188
clique,clique 5-5-5-5,20,0.25,,5-5-5-5,4.0,5.0,1.0,,1.9888363570897627,0.9969581501831501,0.09771929824561403,0.04156140350877193,0.3012953996658325
clique,clique 5-5-5-5,20,0.4,,5-5-5-5,4.0,5.0,1.0,,1.9890881174381176,0.9898967143967144,0.09771929824561403,0.020263157894736844,0.25308406352996826
clique,clique 7-7-6,20,0.05,,7-7-6,3.0,7.0,1.1666666666666667,,2.056459205675571,1.0,0.122859649122807,0.10578947368421053,0.4143943786621094
clique,clique 7-7-6,20,0.15,,7-7-6,3.0,7.0,1.1666666666666667,,2.179982249518627,1.0,0.122859649122807,0.07459649122807017,0.35118627548217773
clique,clique 7-7-6,20,0.25,,7-7-6,3.0,7.0,1.1666666666666667,,2.2559001854612535,1.0,0.122859649122807,0.05101754385964912,0.30657148361206055
clique,clique 7-7-6,20,0.4,,7-7-6,3.0,7.0,1.1666666666666667,,2.402117524142524,0.9977948717948718,0.122859649122807,0.025157894736842108,0.2538849115371704
clique,clique 10-10-5,25,0.05,,10-10-5,3.0,10.0,2.0,,2.1507402187973548,1.0,0.13720000000000002,0.11748695652173911,0.9478541612625122
clique,clique 10-10-5,25,0.15,,10-10-5,3.0,10.0,2.0,,2.302714331341459,1.0,0.13720000000000002,0.08052173913043477,0.7702369689941406
clique,clique 10-10-5,25,0.25,,10-10-5,3.0,10.0,2.0,,2.4058106810825763,1.0,0.13720000000000002,0.056860869565217395,0.6735110282897949
clique,clique 10-10-5,25,0.4,,10-10-5,3.0,10.0,2.0,,2.502960147334232,0.9981801346801347,0.13720000000000002,0.028921739130434783,0.5717165470123291
clique,clique 12-7-6,25,0.05,,12-7-6,3.0,12.0,2.0,,2.1926018617259335,1.0,0.13806086956521738,0.11878260869565217,0.9519580602645874
clique,clique 12-7-6,25,0.15,,12-7-6,3.0,12.0,2.0,,2.35463599380031,1.0,0.13806086956521738,0.0839391304347826,0.7634695768356323
clique,clique 12-7-6,25,0.25,,12-7-6,3.0,12.0,2.0,,2.486473007385232,1.0,0.13806086956521738,0.05770434782608696,0.6700783967971802
